id,full_name,employment_status_code,ethnicity,gender,city,state,company,employee_number,original_hire,last_hire,seniority_date,seniority_years,termination_date,termination_reason,termination_reason_code,termination_type,effective_date,job,job_change,reason,employment_type,job_family,org_level_1,org_level_2,org_level_2_manager_first_mi_last_suffix,supervisor_name_unsecured,work_location,location
1090,Don Cameron,A,White,Non-Binary,Greerberg,WA,MKN,6078,2022-04-25,2022-08-20,2022-04-25,2.0,,,,,2023-04-11,Chartered legal executive (England and Wales),False,Successful scene court field.,Full-Time,Profesional,Springline,Product Dept,Isabella Green,Stephanie Jones,Regional Office,"Greerberg, WA"
1091,Emily Williams,T,Black,Female,Melissabury,CA,MKN,8330,2015-07-28,2015-08-23,2015-07-28,9.0,2024-07-23,Resigned,TRC630,Involuntary,2016-02-09,Jewellery designer,False,,Contractor,Sales,Springline,Finance,Jacqueline Pham,Jamie Craig,Regional Office,"Melissabury, CA"
1092,Albert Buckley,T,Asian,Female,Sandersmouth,FL,MKN,9648,2015-09-15,2016-06-20,2015-09-15,9.0,2018-03-09,Retired,TRC542,Involuntary,2017-05-26,Banker,False,,Intern,Sales,Springline,Sales Dept,Philip Lopez,Alexander Graham,Headquarters,"Sandersmouth, FL"
1093,Walter Scott,A,Black,Female,Porterton,TX,Springline,3338,2022-05-22,2022-06-30,2022-05-22,2.0,,,,,2023-03-17,Armed forces logistics/support/administrative officer,False,,Full-Time,Profesional,Springline,Finance,Jose Hernandez,Sheri Soto,Headquarters,"Porterton, TX"
1094,Susan Chan,T,White,Female,North Kristifurt,NY,Springline,1532,2019-10-18,2020-05-15,2019-10-18,5.0,2024-10-13,Resigned,TRC721,Transfer,2021-01-12,Research scientist (life sciences),False,,Intern,Product,Springline,Audit,John Gould,Stacy Gonzalez,Remote,"North Kristifurt, NY"
1095,Jason Ramos,T,Hispanic,Male,West Holly,TX,MKN,1414,2020-05-11,2020-09-19,2020-05-11,4.0,2020-12-30,Resigned,TRC654,Transfer,2020-12-14,"Lecturer, further education",False,Single note space couple hair away.,Part-Time,Sales,Springline,Finance,Melissa Sharp,Sheila Miller,Regional Office,"West Holly, TX"
1096,James Ross,T,Hispanic,Female,Ashleyville,WA,Springline,8652,2016-08-15,2016-11-20,2016-08-15,8.0,2018-03-24,Resigned,TRC630,Voluntary,2017-06-02,Landscape architect,False,,Intern,Sales,Springline,Audit,Nancy Guerrero,James Gomez,Headquarters,"Ashleyville, WA"
1097,Dominique Orozco,T,Asian,Non-Binary,Noahland,CA,Springline,3533,2025-02-09,2025-09-09,2025-02-09,0.0,2025-02-19,Retired,TRC357,Voluntary,2025-02-19,Armed forces operational officer,False,,Full-Time,Profesional,Springline,Finance,Maria King,David Everett,Headquarters,"Noahland, CA"
1098,Heidi Martin,T,Hispanic,Male,East Matthew,WA,MKN,2495,2017-06-08,2017-07-31,2017-06-08,7.0,2021-09-02,Resigned,TRC926,Involuntary,2017-08-15,"Clinical scientist, histocompatibility and immunogenetics",False,Improve collection good.,Intern,Sales,Springline,Finance,Holly Higgins,Hannah Kelly,Headquarters,"East Matthew, WA"
1099,Brianna Robinson,T,Black,Female,New Xavier,FL,Springline,9363,2021-09-20,2021-12-14,2021-09-20,3.0,2023-06-16,Contract Ended,TRC236,Transfer,2022-09-15,Bookseller,False,Take energy begin then pattern hair.,Full-Time,Sales,Springline,Audit,David Bates,Douglas Morton,Remote,"New Xavier, FL"
1100,Felicia Lewis,A,White,Female,Sandraborough,NY,MKN,4394,2020-02-11,2021-02-05,2020-02-11,5.0,,,,,2021-11-17,Geophysicist/field seismologist,False,Line ever speech us sometimes the practice about.,Intern,Sales,Springline,Audit,Jeffrey Clark,Daniel Blankenship,Regional Office,"Sandraborough, NY"
1101,Jeffery Green,T,White,Female,West Christopherview,TX,Springline,7748,2019-09-28,2019-11-07,2019-09-28,5.0,2021-05-14,Laid Off,TRC494,Voluntary,2020-02-22,Consulting civil engineer,False,,Part-Time,Engineering,Springline,Sales Dept,Janet Garcia DDS,Jamie Anderson,Regional Office,"West Christopherview, TX"
1102,Melissa Gonzalez,T,White,Female,East Williamhaven,FL,MKN,2758,2022-09-27,2022-12-29,2022-09-27,2.0,2024-05-01,Resigned,TRC415,Transfer,2023-01-10,"Teacher, English as a foreign language",False,Stop can key against region.,Contractor,Sales,Springline,Audit,Charlene Hill,Tasha Goodwin,Headquarters,"East Williamhaven, FL"
1103,Melissa Peck,T,Black,Non-Binary,Andrewsshire,CA,Springline,8363,2021-03-06,2021-10-06,2021-03-06,3.0,2022-09-09,Laid Off,TRC133,Involuntary,2022-09-02,Paediatric nurse,False,Record coach rock pull.,Contractor,Sales,Springline,Audit,Mario Baker,Scott Duncan,Remote,"Andrewsshire, CA"
1104,Kelly Carter,A,Hispanic,Female,Moralesville,TX,MKN,1032,2020-01-07,2020-04-06,2020-01-07,5.0,,,,,2020-09-10,Further education lecturer,False,,Intern,Engineering,Springline,Finance,Erik Lopez,Dawn Wilson,Remote,"Moralesville, TX"
1105,Sherry Brown,A,Asian,Male,Lake Melvin,CA,MKN,2701,2015-12-18,2016-10-11,2015-12-18,9.0,,,,,2017-05-24,"Sales professional, IT",False,Especially number eat kind discover see particular.,Full-Time,Engineering,Springline,Product Dept,Maria Mayer,Elizabeth Lee,Headquarters,"Lake Melvin, CA"
1106,Daniel Farley,T,Asian,Female,Patriciaborough,CA,MKN,2199,2024-08-02,2025-07-19,2024-08-02,0.0,2025-02-19,Resigned,TRC640,Involuntary,2025-02-19,Diplomatic Services operational officer,False,Part spring play campaign wear.,Intern,Product,Springline,Audit,Kathryn Burgess,Jon Cole,Remote,"Patriciaborough, CA"
1107,Kristi Rodriguez,A,Hispanic,Male,Colemanshire,CA,MKN,7670,2022-03-02,2022-05-28,2022-03-02,2.0,,,,,2022-07-01,"Teacher, special educational needs",False,Important relationship million.,Full-Time,Engineering,Springline,Sales Dept,Austin Wong,Jessica Smith,Headquarters,"Colemanshire, CA"
1108,Matthew Woods,T,Asian,Non-Binary,Catherinehaven,NY,MKN,1426,2016-12-04,2017-03-16,2016-12-04,8.0,2022-08-01,Resigned,TRC749,Transfer,2017-12-04,Sports coach,False,,Part-Time,Engineering,Springline,Finance,Amber Calderon,Tracy Smith,Headquarters,"Catherinehaven, NY"
1109,Dean Liu,A,White,Male,North Malloryberg,NY,MKN,1648,2023-03-14,2023-10-14,2023-03-14,1.0,,,,,2024-03-27,"Scientist, physiological",False,Arm pick local.,Full-Time,Profesional,Springline,Sales Dept,Daniel Smith,Kevin Yoder,Headquarters,"North Malloryberg, NY"
1110,Deanna Simon,A,Hispanic,Female,Sarahshire,CA,MKN,9569,2017-12-15,2018-08-19,2017-12-15,7.0,,,,,2019-04-09,"Surveyor, quantity",False,Political deep others share move.,Part-Time,Profesional,Springline,Audit,Taylor Edwards,Mia Arnold,Remote,"Sarahshire, CA"
1111,Douglas Pace,A,White,Female,Christinamouth,NY,Springline,9141,2021-08-04,2022-06-23,2021-08-04,3.0,,,,,2022-06-26,Neurosurgeon,False,Stuff foreign east only really list.,Intern,Sales,Springline,Product Dept,Carol Gentry,Kimberly Garcia,Remote,"Christinamouth, NY"
1112,Tina Martin,A,Asian,Non-Binary,Richardfurt,FL,MKN,2251,2017-11-24,2018-01-09,2017-11-24,7.0,,,,,2018-10-15,Naval architect,False,,Contractor,Product,Springline,Sales Dept,Makayla Walker,Jose Mitchell,Headquarters,"Richardfurt, FL"
1113,Traci Monroe,A,Black,Male,Ellisfurt,WA,Springline,9960,2021-12-19,2022-07-30,2021-12-19,3.0,,,,,2023-05-20,Medical illustrator,False,Wear letter option finally mission easy.,Intern,Product,Springline,Finance,Devin Lewis,Elizabeth Hopkins,Regional Office,"Ellisfurt, WA"
1114,Ian Davis,T,Black,Non-Binary,West Tabithaton,WA,Springline,9280,2016-03-13,2016-11-02,2016-03-13,8.0,2023-08-20,Retired,TRC947,Voluntary,2017-04-02,Visual merchandiser,False,Your arm child rather.,Full-Time,Product,Springline,Finance,Janice Roberts,Sheila Wilson,Remote,"West Tabithaton, WA"
1115,Margaret Frost,T,Asian,Non-Binary,Victoriachester,FL,MKN,2668,2022-06-07,2023-03-18,2022-06-07,2.0,2024-06-21,Retired,TRC278,Transfer,2024-01-08,Estate agent,False,,Intern,Sales,Springline,Finance,Holly Martinez,Gail Lyons,Headquarters,"Victoriachester, FL"
1116,Donald Irwin,A,Hispanic,Female,East Scotthaven,FL,MKN,5733,2016-10-30,2017-09-27,2016-10-30,8.0,,,,,2018-03-10,Video editor,False,Dream by pick stuff.,Intern,Engineering,Springline,Finance,Travis Jimenez,Timothy Phillips,Regional Office,"East Scotthaven, FL"
1117,Sarah Smith,T,Asian,Female,Hallborough,CA,MKN,2248,2019-05-13,2019-12-19,2019-05-13,5.0,2023-01-31,Laid Off,TRC484,Voluntary,2020-08-31,Theatre director,False,,Intern,Product,Springline,Sales Dept,Brittany Hawkins DDS,Joshua Carrillo,Regional Office,"Hallborough, CA"
1118,Justin Dunlap,T,White,Non-Binary,North Sherryborough,CA,Springline,2696,2017-12-16,2018-09-10,2017-12-16,7.0,2020-06-15,Resigned,TRC675,Transfer,2019-02-23,Private music teacher,False,Become drive together keep water she.,Part-Time,Product,Springline,Audit,Andrew Lee,Kara Cherry,Regional Office,"North Sherryborough, CA"
1119,Jill Vasquez,A,Hispanic,Male,South Christopherbury,TX,MKN,3300,2018-06-23,2018-07-26,2018-06-23,6.0,,,,,2019-01-06,Nutritional therapist,False,,Contractor,Product,Springline,Finance,Courtney Pearson,Douglas Lynch,Regional Office,"South Christopherbury, TX"
1120,Heather Sullivan,A,White,Male,Brianhaven,TX,Springline,4350,2016-11-29,2017-11-21,2016-11-29,8.0,,,,,2018-08-05,Armed forces training and education officer,False,,Part-Time,Engineering,Springline,Finance,Felicia Jones,Elizabeth Lester,Headquarters,"Brianhaven, TX"
1121,Guy Richardson,A,White,Non-Binary,South Jesse,TX,MKN,1875,2018-06-13,2018-07-17,2018-06-13,6.0,,,,,2019-03-13,Armed forces training and education officer,False,Movie cause when yes.,Contractor,Engineering,Springline,Finance,John Meadows,Molly Williams,Regional Office,"South Jesse, TX"
1122,Robert Price,T,Black,Non-Binary,Adrianbury,TX,MKN,4668,2024-02-24,2024-08-30,2024-02-24,0.0,2025-02-19,Resigned,TRC434,Voluntary,2025-02-19,Primary school teacher,False,,Full-Time,Profesional,Springline,Product Dept,Deborah Marshall,Heather Flores,Regional Office,"Adrianbury, TX"
1123,Joseph Woods,A,White,Male,South Lisaborough,CA,MKN,9085,2022-06-08,2023-06-07,2022-06-08,2.0,,,,,2024-02-07,Outdoor activities/education manager,False,Receive yeah country group mission last stock.,Full-Time,Sales,Springline,Audit,Nicholas Gardner,Luke Berry,Headquarters,"South Lisaborough, CA"
1124,Paul Gonzalez,A,Hispanic,Male,North Michael,TX,MKN,2034,2016-01-26,2016-12-07,2016-01-26,9.0,,,,,2017-02-15,"Psychologist, educational",False,Debate unit expect program enough.,Intern,Profesional,Springline,Finance,Christopher Brown,Linda Davis,Remote,"North Michael, TX"
1125,Tammy Cooper,T,White,Female,Brownland,WA,MKN,6125,2020-06-09,2021-06-08,2020-06-09,4.0,2023-12-11,Laid Off,TRC204,Voluntary,2021-07-19,Clinical cytogeneticist,False,Focus glass seek ten city own worry she.,Contractor,Engineering,Springline,Product Dept,Cindy Casey,Brian Higgins,Headquarters,"Brownland, WA"
1126,Steven Odonnell,A,White,Non-Binary,Goodmanfurt,NY,MKN,5164,2018-09-09,2019-07-15,2018-09-09,6.0,,,,,2020-02-26,Local government officer,False,,Part-Time,Engineering,Springline,Finance,Brooke James,Juan Robinson,Remote,"Goodmanfurt, NY"
1127,Brandon Hill,A,Asian,Male,Garciaburgh,TX,Springline,8564,2024-05-06,2024-10-03,2024-05-06,0.0,,,,,2024-11-18,IT sales professional,False,Vote foot almost little health together exist.,Contractor,Profesional,Springline,Sales Dept,Tanya Garcia,Amanda Butler,Headquarters,"Garciaburgh, TX"
1128,Dakota Robinson,A,Asian,Male,West Scottburgh,WA,Springline,3619,2016-11-11,2017-07-28,2016-11-11,8.0,,,,,2018-07-08,Civil Service fast streamer,False,,Full-Time,Engineering,Springline,Sales Dept,Ariel Wagner,John Haney,Headquarters,"West Scottburgh, WA"
1129,Jacob Underwood,T,Black,Non-Binary,Antonioside,CA,MKN,5571,2018-08-03,2019-04-04,2018-08-03,6.0,2022-02-10,Retired,TRC266,Involuntary,2019-07-20,Film/video editor,False,Tv step sound view.,Intern,Profesional,Springline,Product Dept,Justin Gutierrez,Gregory Hoffman,Remote,"Antonioside, CA"
1130,Cody Bolton,T,White,Non-Binary,Justinport,NY,Springline,9538,2019-10-28,2020-08-28,2019-10-28,5.0,2023-12-21,Resigned,TRC739,Transfer,2020-09-07,Paramedic,False,Pressure order various this usually in always.,Contractor,Engineering,Springline,Sales Dept,Cheryl Pennington,Monique Daugherty,Remote,"Justinport, NY"
1131,David Nash,T,White,Female,Parkertown,NY,MKN,9364,2015-04-22,2015-09-16,2015-04-22,9.0,2021-10-20,Retired,TRC546,Involuntary,2015-12-19,Field seismologist,False,Fear major guy simple opportunity write yard example.,Intern,Product,Springline,Sales Dept,Amanda Welch,Joseph Wells,Headquarters,"Parkertown, NY"
1132,James Moore,A,Black,Non-Binary,West Diana,WA,MKN,3521,2016-02-13,2016-09-06,2016-02-13,9.0,,,,,2016-09-30,"Programmer, applications",False,,Contractor,Product,Springline,Product Dept,Elizabeth Miller,William Myers,Remote,"West Diana, WA"
1133,Shirley Perez,T,White,Non-Binary,New Samuel,TX,MKN,7441,2018-07-31,2018-08-20,2018-07-31,6.0,2020-06-19,Retired,TRC753,Involuntary,2018-08-29,"Investment banker, operational",False,Someone deal eye similar new should account.,Contractor,Sales,Springline,Audit,Joe Howell,Peter Nixon,Remote,"New Samuel, TX"
1134,Kara Espinoza,T,Hispanic,Non-Binary,Amandaberg,TX,Springline,2591,2024-04-18,2025-04-09,2024-04-18,0.0,2025-02-19,Laid Off,TRC751,Involuntary,2025-02-19,Further education lecturer,False,,Intern,Product,Springline,Finance,Rebecca Escobar,Daniel Stanley,Regional Office,"Amandaberg, TX"
1135,Luke Burgess,T,Asian,Non-Binary,West James,CA,Springline,8852,2016-08-02,2017-04-25,2016-08-02,8.0,2019-01-02,Contract Ended,TRC744,Voluntary,2017-08-30,"Surveyor, quantity",False,Eye couple under certain option.,Part-Time,Product,Springline,Sales Dept,Stephanie Wade,Adam Hill,Headquarters,"West James, CA"
1136,Denise Serrano,T,Black,Male,East Ericaburgh,TX,MKN,8274,2021-06-09,2022-03-12,2021-06-09,3.0,2023-04-18,Laid Off,TRC914,Transfer,2022-04-07,Television production assistant,False,Also ever detail his large gun throughout.,Intern,Product,Springline,Product Dept,David Wilson,Gregory Johnson,Regional Office,"East Ericaburgh, TX"
1137,Christina Carpenter,A,Black,Male,East Jessica,FL,MKN,3867,2018-03-14,2019-01-29,2018-03-14,6.0,,,,,2019-08-17,Radio producer,False,Quality actually way my response social appear.,Contractor,Engineering,Springline,Product Dept,Eric Morales,Michael Miller,Remote,"East Jessica, FL"
1138,Lawrence Moore,A,Black,Non-Binary,New Jesse,FL,MKN,4689,2018-12-22,2019-08-15,2018-12-22,6.0,,,,,2020-04-23,Manufacturing systems engineer,False,So professional area must.,Part-Time,Product,Springline,Sales Dept,Michelle Campbell,Rebecca Lee,Headquarters,"New Jesse, FL"
1139,Michaela Evans,T,Asian,Non-Binary,Christineberg,TX,MKN,8793,2018-06-02,2019-05-27,2018-06-02,6.0,2020-11-27,Laid Off,TRC101,Involuntary,2019-10-31,Civil Service fast streamer,False,Foot hotel some difficult candidate.,Part-Time,Product,Springline,Sales Dept,Alyssa Kelly,Barbara Nelson,Remote,"Christineberg, TX"
1140,Kevin Lopez,T,Black,Female,Johnburgh,WA,MKN,4694,2016-08-25,2017-04-18,2016-08-25,8.0,2018-06-26,Resigned,TRC471,Involuntary,2017-08-08,"Therapist, art",False,,Intern,Engineering,Springline,Audit,Tamara Phillips,Craig Thomas,Remote,"Johnburgh, WA"
1141,Kathleen Murphy,A,Hispanic,Male,Jillmouth,WA,Springline,2437,2020-03-02,2020-12-21,2020-03-02,4.0,,,,,2021-10-07,"Engineer, broadcasting (operations)",False,,Contractor,Product,Springline,Sales Dept,Elizabeth Kelley,Anthony Rodriguez,Headquarters,"Jillmouth, WA"
1142,Anna Rodriguez,T,White,Male,Gordonchester,TX,Springline,6366,2019-11-15,2019-11-20,2019-11-15,5.0,2024-02-03,Contract Ended,TRC501,Involuntary,2020-06-11,IT technical support officer,False,Pretty right enter onto hair.,Intern,Engineering,Springline,Product Dept,Kelly Perez DDS,Barbara White,Regional Office,"Gordonchester, TX"
1143,James Sullivan,A,Asian,Male,North Jenniferfurt,WA,MKN,2023,2024-03-07,2024-12-04,2024-03-07,0.0,,,,,2025-01-24,Furniture designer,False,Sport cold example another.,Intern,Profesional,Springline,Sales Dept,Mark Olson,Christina Stevens,Remote,"North Jenniferfurt, WA"
1144,Spencer Dennis,A,Black,Non-Binary,Ralphport,WA,MKN,8141,2021-08-10,2022-07-13,2021-08-10,3.0,,,,,2022-07-22,Product/process development scientist,False,,Contractor,Engineering,Springline,Product Dept,Jennifer Estrada,Eric Tran,Remote,"Ralphport, WA"
1145,Kelsey Greene,A,Hispanic,Female,South Elizabethtown,WA,MKN,3722,2015-03-13,2015-11-05,2015-03-13,9.0,,,,,2016-03-22,Oceanographer,False,,Part-Time,Product,Springline,Finance,Kathryn Smith,Bryan Carlson,Headquarters,"South Elizabethtown, WA"
1146,Jacob Alexander,A,Asian,Male,Maciasville,WA,MKN,9973,2017-08-19,2018-03-29,2017-08-19,7.0,,,,,2019-02-17,Information officer,False,Information stock mind war say few.,Intern,Engineering,Springline,Finance,Jeff Harris,Penny Guzman,Remote,"Maciasville, WA"
1147,Charles Burns,T,Black,Female,Nicholasberg,FL,MKN,5416,2019-11-09,2020-04-06,2019-11-09,5.0,2021-10-07,Contract Ended,TRC389,Voluntary,2021-02-03,Event organiser,False,Especially hot prove sign record.,Full-Time,Engineering,Springline,Finance,Gloria Davis,Kevin Chavez,Regional Office,"Nicholasberg, FL"
1148,Sara Hayes,T,Black,Non-Binary,Lake Martha,TX,MKN,4484,2021-06-19,2021-10-09,2021-06-19,3.0,2022-11-18,Contract Ended,TRC331,Involuntary,2022-07-24,"Surveyor, insurance",False,Than ready interesting when two strong everybody.,Full-Time,Product,Springline,Finance,Christina Johnson,Ms. Gabriella Brown MD,Remote,"Lake Martha, TX"
1149,Howard Torres,T,Black,Female,Kelleyfort,TX,MKN,4312,2019-12-04,2020-01-27,2019-12-04,5.0,2022-10-15,Laid Off,TRC450,Transfer,2020-08-03,Network engineer,False,,Full-Time,Profesional,Springline,Product Dept,Corey Tate,Michelle Ritter,Headquarters,"Kelleyfort, TX"
1150,Jill Mccullough,T,Asian,Male,Nicholsberg,NY,Springline,7774,2022-11-23,2023-08-30,2022-11-23,2.0,2024-05-26,Retired,TRC914,Involuntary,2024-05-17,Senior tax professional/tax inspector,False,Foot office quickly say.,Intern,Sales,Springline,Sales Dept,Leah Miller,Christopher Hampton,Regional Office,"Nicholsberg, NY"
1151,Samantha Boone,T,Black,Male,Benjaminland,WA,MKN,2467,2018-01-21,2018-05-30,2018-01-21,7.0,2019-10-23,Resigned,TRC642,Transfer,2018-09-16,Information officer,False,Although know project.,Intern,Product,Springline,Finance,Nicholas Foster,Wendy Blevins,Regional Office,"Benjaminland, WA"
1152,Justin Gomez,A,Black,Male,West Robertmouth,TX,MKN,5638,2022-07-23,2022-09-11,2022-07-23,2.0,,,,,2022-12-23,Industrial buyer,False,Support the today hair guy.,Part-Time,Engineering,Springline,Sales Dept,Dean Davidson,Susan Moore,Headquarters,"West Robertmouth, TX"
1153,Benjamin Orr,A,White,Non-Binary,South Vanessafort,NY,MKN,8862,2024-01-08,2024-09-21,2024-01-08,1.0,,,,,2025-02-11,"Programmer, systems",False,Too over everybody suggest understand street report.,Intern,Profesional,Springline,Sales Dept,Kenneth Hoffman,Brandon Copeland,Regional Office,"South Vanessafort, NY"
1154,Joseph Benjamin,A,Black,Female,New Kennethburgh,FL,Springline,7492,2019-06-26,2020-03-05,2019-06-26,5.0,,,,,2020-03-28,"Designer, jewellery",False,,Full-Time,Product,Springline,Product Dept,Steven Stafford,Ashley Sanchez,Headquarters,"New Kennethburgh, FL"
1155,Karen Romero,T,Asian,Male,West Jessica,TX,MKN,9580,2017-12-04,2018-10-07,2017-12-04,7.0,2022-04-17,Resigned,TRC197,Involuntary,2019-07-04,Government social research officer,False,Gas such myself score smile none safe decision.,Intern,Engineering,Springline,Audit,Kenneth Wheeler,Jesse Phelps,Regional Office,"West Jessica, TX"
1156,Scott Flores,A,Hispanic,Male,South David,WA,Springline,6580,2017-05-18,2017-07-09,2017-05-18,7.0,,,,,2018-02-12,Art gallery manager,False,But PM executive let defense yourself.,Full-Time,Sales,Springline,Sales Dept,Lindsey Riley,Curtis Jimenez,Regional Office,"South David, WA"
1157,Jonathan Fuller,A,Hispanic,Non-Binary,East Lorettaside,FL,MKN,1405,2019-04-15,2020-02-03,2019-04-15,5.0,,,,,2020-07-12,Event organiser,False,,Intern,Engineering,Springline,Sales Dept,Thomas Moore,Carrie Smith,Regional Office,"East Lorettaside, FL"
1158,Michael Gordon,A,Hispanic,Male,Edgarbury,CA,MKN,4138,2017-07-10,2017-12-01,2017-07-10,7.0,,,,,2018-02-12,Patent attorney,False,,Contractor,Profesional,Springline,Finance,Miguel Davis,Stacy Hayden,Remote,"Edgarbury, CA"
1159,Erin Valenzuela,T,Asian,Female,Port Michael,FL,MKN,8689,2018-08-28,2018-09-09,2018-08-28,6.0,2020-09-13,Laid Off,TRC558,Transfer,2019-05-21,Network engineer,False,,Contractor,Sales,Springline,Audit,Samantha Bailey,William Carney,Headquarters,"Port Michael, FL"
1160,James Underwood,A,Hispanic,Non-Binary,Soniaside,NY,MKN,9122,2016-04-22,2017-03-11,2016-04-22,8.0,,,,,2017-05-01,Publishing copy,False,,Contractor,Engineering,Springline,Finance,Darius Sanders,Angelica Mills,Remote,"Soniaside, NY"
